x
15.359
15.443
15.199
15.469
15.226
15.186
15.323
15.406
15.063
15.21
15.1
15.133
14.937
15.06
15.037
15.017
14.937
15.254
15.213
15.167
14.923
15.073
15.177
15.16
14.93
15.173
15.134
15.247
14.82
14.887
15.27
15.01
14.847
15.19
14.96
14.846
15.18
15.14
14.387
14.577
