V1,V2
0.136981733951061,1
0.19158620286178,2
0.154830417140502,3
0.144039305083511,4
0.137977167949224,5
0.139687559069823,6
0.135688351177276,7
0.134816520605312,8
0.133095054004202,9
0.131233201780899,10
0.12940664274484,11
0.12640839447554,12
0.126115254953302,13
0.127135299761091,14
0.124470771394838,15
0.126357327072329,16
0.125189264062764,17
0.124291332628406,18
0.124391409990362,19
0.122382360966001,20
0.12316290323792,21
0.122226554025917,22
0.120869351107781,23
0.121140785332052,24
0.120446546330636,25
0.120712740154706,26
0.119637759271071,27
0.120025860011148,28
0.119086062950522,29
0.120466949532664,30
0.118649658688314,31
0.118670570861131,32
0.116383073952627,33
0.117836053698703,34
0.116444594420567,35
0.11551405301502,36
0.116965050586696,37
0.115787018401992,38
0.116950985076147,39
0.116967856949937,40
0.11781396734751,41
0.115919939860747,42
0.117345986797274,43
0.116154423545697,44
0.115453466253458,45
0.116281146479629,46
0.11709806274084,47
0.116714889629633,48
0.116641687917389,49
0.116976871853808,50
