costF,latencyF,alg
0.151501501501501,0.22337385741924,1
0.173628628628629,0.194414382323429,1
0.150295295295295,0.223924789965152,1
0.130696946946947,0.256158124411401,1
0.153808808808809,0.218437892715108,1
0.15916041041041,0.213307607599477,1
0.153513513513513,0.219901862626031,1
0.139538288288288,0.239572785871594,1
0.135835835835836,0.247586144390732,1
0.228973973973974,0.146344487605474,1
0.244912412412412,0.136218437527177,1
0.222433683683684,0.150695863302691,1
0.220366616616617,0.151316112993874,1
0.259489489489489,0.129636751888084,1
0.158932682682683,0.213994466686193,1
0.214655905905906,0.156291768912832,1
0.241816816816817,0.138357504140201,1
0.227155905905906,0.147184891932295,1
0.215893393393393,0.154295129765038,1
0.209250500500501,0.161640766983494,1
0.24898023023023,0.134464050602913,1
0.21829954954955,0.153603653878241,1
0.211746746746747,0.158912652178767,1
0.212457457457457,0.157328339560031,1
0.257761511511511,0.130257881222719,1
0.217557557557558,0.153903137190801,1
0.155499249249249,0.218206885181066,1
0.225915915915916,0.148652431664299,1
0.150117617617618,0.224715298512628,1
0.225509259259259,0.149223113258364,1
0.256870620620621,0.130609698681737,1
0.22483983983984,0.149337118739359,1
0.211950700700701,0.158326934826374,1
0.256825575575576,0.131070002083913,1
0.150072572572573,0.225918921573264,1
0.1626001001001,0.208272411843834,1
0.156074824824825,0.217524603019317,1
0.20618993993994,0.163581473631202,1
0.192406156156156,0.17554183039714,1
0.183290790790791,0.184434630444703,1
0.179469469469469,0.187844244492467,1
0.158638638638639,0.214260263985877,1
0.165564314314314,0.203503089512122,1
0.163205705705706,0.205779489540408,1
0.159380630630631,0.21055832989471,1
0.165665665665666,0.202857116408703,1
0.165918418418418,0.201715860042467,1
0.167058308308308,0.201687410802711,1
0.343603603603604,0.0967103884956926,1
0.209533283283283,0.161240564673308,1
0.303014264264264,0.109868607352986,1
0.30849974974975,0.107384136760651,1
0.316649149149149,0.10487698788459,1
0.201417667667668,0.166972780948494,1
0.322304804804805,0.102924052642694,1
0.299376876876877,0.109989774221042,1
0.262901651651652,0.127339917626109,1
0.266197447447447,0.125802695953392,1
0.26871996996997,0.125012626647857,1
0.275992242242242,0.121091322935198,1
