x
16295.005
16401.628
16687.251
15882.436
17000.588
16859.809
17129.775
17003.811
16297.685
17339.445
17114.335
16391.915
18220.865
15635.815
17791.782
16867.678
17823.968
15477.931
16258.275
17927.991
16430.472
16996.872
17069.615
17361.815
16171.955
16116.759
16218.368
16432.452
16432.675
17092.029
16944.508
16979.615
16794.879
16656.425
16720.465
17004.625
16727.411
16984.662
14868.085
16189.088
