x
15.759
15.799
15.689
15.759
15.709
15.623
15.589
15.906
15.216
15.143
15.23
15.25
15.023
15.24
15.21
15.147
16.266
16.307
16.187
16.193
16.284
16.164
16.256
16.383
15.406
15.38
15.29
15.446
15.483
15.36
15.477
15.41
15.45
15.677
15.126
14.064
15.337
15.44
15.257
14.967
