x
107.51
109.619
109.909
109.423
108.37
111.689
108.723
109.46
107.4
111.043
108.857
111.224
108.363
109.23
110.57
110.147
107.46
111.544
107.303
108.424
111.646
109.086
111.274
107.86
107.633
110.227
109.123
109.164
110.54
107.756
111.136
109.27
112.804
113.244
113.426
113.687
114.823
114
114.667
114.57
