costF,latencyF,alg
0.104638472032742,0.474703642443357,1
0.19881309686221,0.229066430011701,1
0.208472032742156,0.227661420894292,1
0.230654843110505,0.203889660621094,1
0.169208731241473,0.282552985967415,1
0.191009549795362,0.244241314426753,1
0.155866302864939,0.310343192458831,1
0.183015006821282,0.268575960905197,1
0.196221009549795,0.242493669974754,1
0.210341064120055,0.226204170343746,1
0.166357435197817,0.286511525034456,1
0.151882673942701,0.312612315628999,1
0.159781718963165,0.308127583265558,1
0.188403819918145,0.25575288639339,1
0.175948158253752,0.273140493717456,1
0.160095497953615,0.304938127915241,1
0.1968758526603,0.241091842765307,1
0.187230559345157,0.257712426579786,1
0.175675306957708,0.27418639150857,1
0.1868758526603,0.261602308463556,1
0.163901773533424,0.298065989521827,1
0.145538881309686,0.332314148351403,1
0.106166439290587,0.462420947048313,1
0.110654843110505,0.411553517630857,1
0.230190995907231,0.205256239481562,1
0.13881309686221,0.344561932480477,1
0.150027285129604,0.323638428767854,1
0.143028649386085,0.334954760336666,1
0.21956343792633,0.213460410297148,1
0.164338335607094,0.291042813045243,1
0.116534788540246,0.408243582487651,1
0.120409276944065,0.382059067756508,1
0.123628922237381,0.378341215006899,1
0.18012278308322,0.269486381302332,1
0.172619372442019,0.279177458662402,1
0.21225102319236,0.221647400844306,1
0.188854024556617,0.251294477943938,1
0.145852660300136,0.332286488563001,1
0.198567530695771,0.234609107295798,1
0.127503410641201,0.366925562170781,1
0.117285129604366,0.401527537428295,1
0.126984993178718,0.369873937975784,1
0.135675306957708,0.354706340371426,1
0.178035470668486,0.270982838661547,1
0.15869031377899,0.309415462539973,1
0.188676671214188,0.25269783108008,1
0.211923601637108,0.22592616122334,1
0.223219645293315,0.209970386126042,1
0.215511596180082,0.215955314886578,1
0.0945156889495225,0.510624648894921,1
0.101759890859482,0.502700336641605,1
0.0964256480218281,0.509058330038293,1
0.347380627557981,0.133894308961461,1
0.339631650750341,0.134435225609336,1
0.330723055934516,0.135299148235487,1
0.310013642564802,0.145373917608724,1
0.263233287858117,0.176702496356355,1
0.322046384720327,0.137485464019765,1
0.29106412005457,0.153747387652518,1
0.264420190995907,0.175338960957626,1
0.299045020463847,0.153078226202818,1
0.302155525238745,0.146145493684745,1
0.184201909959072,0.263942305042799,1
0.327298772169168,0.137414899348294,1
0.316903137789904,0.139527860862961,1
0.224952251023192,0.208354851874559,1
0.286603001364256,0.164138814529615,1
0.217462482946794,0.21389003097633,1
0.213506139154161,0.220432338637259,1
0.313724420190996,0.144496580307677,1
0.280259208731241,0.164456496945255,1
0.238772169167804,0.193483008449196,1
0.2437517053206,0.192841431960805,1
0.210013642564802,0.227253744946663,1
0.244297407912688,0.191842693131244,1
0.300641200545703,0.152886899749696,1
0.288867667121419,0.161127245204452,1
0.287598908594816,0.164003750052336,1
0.288663028649386,0.163889560365135,1
0.279195088676671,0.169733898739023,1
0.280054570259209,0.169683320047642,1
0.280068212824011,0.169275957406527,1
0.244433833560709,0.184328922421005,1
0.260845839017735,0.183187728333919,1
0.230723055934516,0.198939496641076,1
0.369522510231924,0.130409918008928,1
0.361105047748977,0.131295425762648,1
0.357244201909959,0.132683615367564,1
0.356725784447476,0.132891809312782,1
0.35537517053206,0.133610443450961,1
0.269904502046385,0.170142500445747,1
0.186575716234652,0.262722930106697,1
0.137298772169168,0.346967821044391,1
0.123601637107776,0.381124693799249,1
0.146466575716235,0.325118962832165,1
0.161077762619372,0.300579467138257,1
0.130150068212824,0.364665120533598,1
0.102100954979536,0.497223874654545,1
0.131405184174625,0.357968739483688,1
0.106493860845839,0.423791634417462,1
0.475866302864939,0.0912495568937225,2
0.498349249658936,0.0850290013248019,2
0.492182810368349,0.0891026795380811,2
0.459263301500682,0.100675233845498,2
0.0217462482946794,0.673447636860285,2
0.463083219645293,0.0961345736249838,2
0.0238335607094134,0.646468094300034,2
0.0252114597544338,0.638571379600013,2
0.49806275579809,0.087822565796314,2
0.451896316507503,0.104682243526849,2
0.02193724420191,0.670174624244705,2
0.487448840381992,0.08994441950308,2
0.518894952251023,0.0831187940064129,2
0.495470668485675,0.0882497182854533,2
0.453137789904502,0.104081767260846,2
0.419222373806276,0.126591783799395,2
0.447694406548431,0.10616361231491,2
0.0232605729877217,0.653524864799136,2
0.476766712141883,0.0901477879801558,2
0.0265757162346521,0.636243665638731,2
0.473547066848568,0.0927326719494306,2
0.457571623465211,0.102158869870263,2
0.0284856753069577,0.618889257081255,2
0.0269849931787176,0.634343631073243,2
0.441991814461119,0.108170192744104,2
0.513233287858117,0.0832860540698265,2
0.541609822646658,0.0827944434647239,2
0.484365620736698,0.0900436691341237,2
0.0235879945429741,0.648166550357616,2
0.454570259208731,0.102976688567956,2
0.44106412005457,0.11542244095537,2
0.432114597544338,0.116091773334731,2
