x
109.329
108.653
108.993
108.936
109.333
109.273
108.929
109.423
110.27
110.53
110.243
110.82
111
109.656
110.91
110.024
111.69
110.69
110.863
110.68
110.86
109.97
110.557
110.693
110.473
110.027
110.637
111.107
110.03
110.264
111.117
110.79
110.547
110.497
110.413
110.796
110.75
110.127
110.233
110.573
