x
73.883
78.583
75.993
77.363
77.853
76.466
77.063
75.149
77.543
75.433
77.21
79.593
77.21
76.144
75.937
76.293
78.306
77.923
74.647
76.12
76.023
74.287
73.63
74.204
76.343
75.604
75.753
76.347
74.7
79.01
77.32
75.263
78.547
78.556
75.006
72.554
75.603
74.014
73.247
77.79
