x
112.266
112.003
112.636
111.849
112.346
110.906
112.789
112.006
116.517
115.993
113.38
116.816
115.847
113.714
115.49
113.67
115.04
117.35
113.45
115.604
117.01
114.773
114.036
112.673
115.317
116.374
111.854
116.777
114.17
113.796
112.577
114.134
112.797
112.466
114.153
112.823
112.153
114.894
114.29
112.55
