cost,latency
0.236766275346852,0.277954240075563
0.226360725720384,0.280206920619132
0.211686232657417,0.292601887821524
0.232764140875133,0.286425823492658
0.228601921024546,0.274457152051757
1,1
0.229455709711846,0.317704230149559
0.20923159018143,0.289683642571901
0.240288153681964,0.275815447370236
0.22812166488794,0.334765464192201
0.215581643543223,0.284836617970038
0.227534685165422,0.27765645994805
0.215421558164354,0.292479641242861
0.239701173959445,0.274984797540859
0.224119530416222,0.299696368754192
0.240981856990395,0.307366557933385
0.237246531483458,0.278553979700799
0.243970117395945,0.275943963004215
0.233137673425827,0.276736998501696
0.209391675560299,0.300934507179113
0.218303094983991,0.294753218637484
0.228175026680896,0.276304433684888
0.243649946638207,0.267411778719065
0.224759871931697,0.280946669146426
0.246691568836713,0.273845919158442
0.218943436499466,0.303342869263031
0.241035218783351,0.304480702802895
0.208431163287086,0.310254502748981
0.229775880469584,0.287998311534435
0.256776947705443,0.267803594676318
0.209605122732124,0.300500897519753
0.256937033084312,0.26470772619274
0.207737459978655,0.29215887457919
0.18820704375667,0.327887265667937
0.210192102454642,0.303639604547991
0.19034151547492,0.332729066057036
0.214994663820704,0.302931201297277
0.207897545357524,0.332764590703827
0.204482390608324,0.298311952371897
0.226147278548559,0.28273648443916
0.262059765208111,0.252031696343678
0.228388473852721,0.317402270651835
0.22230522945571,0.30891501459645
0.216061899679829,0.28853536060651
0.225400213447172,0.286632702318088
0.205442902881537,0.303728416164968
0.207310565635005,0.294953828407597
0.204909284951974,0.302159062650849
0.245197438633938,0.268671858837592
0.266435432230523,0.267852702276294
0.198826040554963,0.331386443376848
0.193810032017076,0.320211852275981
0.180309498399146,0.320006018293103
0.202294557097118,0.300006686992337
0.209978655282818,0.30281940314414
0.218623265741729,0.298079997325203
0.208644610458911,0.297720571487083
0.231696905016009,0.289511243550709
0.22641408751334,0.286178195807674
0.206029882604055,0.294464842092945
0.235912486659552,0.26712862638729
0.215688367129136,0.293807636127312
0.206296691568837,0.319919296361231
0.203948772678762,0.311725641063148
0.25709711846318,0.273689192775541
0.204322305229456,0.300524928898464
0.175880469583778,0.351193523647922
1,1
0.2017075773746,0.313260514773029
0.218623265741729,0.299082001333219
0.205869797225187,0.293468062297692
0.215208110992529,0.288830006206365
0.234204909284952,0.293771066637968
0.198986125933831,0.314155944840672
0.224973319103522,0.284125080191666
0.217129135538954,0.295290267709559
0.225880469583778,0.285419640114431
0.169210245464248,0.32245303955147
0.223425827107791,0.332303815138097
0.21889007470651,0.306338432861552
0.251173959445037,0.272516879431438
1,1
0.215421558164354,0.288932400776527
0.218623265741729,0.286656733696799
0.155709711846318,0.360409034962521
0.24076840981857,0.287115419577424
0.185592315901814,0.335336993068514
1,1
0.193062966915688,0.317556907349631
0.229669156883671,0.291827659489991
0.209925293489861,0.310939919463536
0.194610458911419,0.307696728180031
0.190661686232657,0.316276975222604
0.164461045891142,0.329264368152363
0.201867662753469,0.323209505559607
0.221931696905016,0.285255599833661
0.191141942369264,0.300244911094347
0.166168623265742,0.332126191904142
0.176947705442903,0.336527068736012
0.191942369263607,0.315981284780196
0.191889007470651,0.334238863545652
0.188847385272145,0.319810632735753
0.219370330843116,0.304552796939029
0.213233724653148,0.303227936582236
0.242636072572038,0.285686074965363
0.187459978655283,0.328657314629259
0.20752401280683,0.310563776144573
0.179562433297759,0.328639552305863
0.215474919957311,0.29529444707977
0.239647812166489,0.286312980496969
0.216595517609392,0.297817741844481
0.223265741728922,0.286551204598979
0.239114194236926,0.280177665027657
0.188046958377801,0.338214489458584
0.241302027748132,0.298764369197206
0.196424759871932,0.320663224258736
0.209071504802561,0.315918594227036
0.212166488794023,0.32107071285428
0.186392742796158,0.31932896031897
1,1
0.209071504802561,0.307879575626749
0.223959445037353,0.28985499675054
0.184685165421558,0.316978064575449
0.236286019210245,0.297879387555089
0.216542155816435,0.30231160966354
0.196638207043757,0.351164268056447
0.175186766275347,0.337835211611962
0.199946638207044,0.329381390518263
0.186019210245464,0.32631477762616
1,1
0.1965848452508,0.314178931376831
0.215101387406617,0.301110040727963
0.165795090715048,0.343935002434483
0.259284951974386,0.279482844730128
0.236446104589114,0.297350697223435
0.167876200640342,0.345004921208423
0.237726787620064,0.287802925977085
0.236019210245464,0.310061206876736
0.211259338313767,0.299908471792386
0.193703308431163,0.324251213584625
0.204535752401281,0.314793298797804
0.200320170757737,0.338994986845432
0.24034151547492,0.283092775749622
0.216221985058698,0.298544952261144
0.216382070437567,0.291433753847633
1,1
0.198665955176094,0.32524903822243
0.228868729989328,0.283075013426227
0.214514407684098,0.299863543562621
0.205976520811099,0.299065283852376
0.219903948772679,0.297197105368192
0.212540021344717,0.302038905757291
0.21093916755603,0.304017837552059
0.233297758804696,0.272903471175928
0.26179295624333,0.274016228494528
0.223745997865528,0.289226001533829
0.208644610458911,0.289819472103749
0.204002134471718,0.327009597923689
0.216382070437567,0.288305495244922
0.23110992529349,0.274465510792179
