V1,V2
0.138569294015172,1
0.207180799637442,2
0.155290975589986,3
0.277753099106173,4
0.155623221307558,5
0.272931954193345,6
0.131748346888345,7
0.256698075890662,8
0.13867057299609,9
0.248219895816068,10
0.251666469735707,11
0.238409248628754,12
0.240852952801303,13
0.128382986508822,14
0.223720212922765,15
0.216042544830472,16
0.230035271442792,17
0.1381665382465,18
0.215946670301767,19
0.127161551445475,20
0.216529756951648,21
0.212551740981124,22
0.210278321216008,23
0.191925916417501,24
0.207176771770507,25
0.123252386331985,26
0.125775251292488,27
0.192270683673697,28
0.181267845654314,29
0.125761399284434,30
0.190177268072551,31
0.18446372708043,32
0.164771949618913,33
0.17553295383699,34
0.182328218558109,35
0.182864151479073,36
0.186116926735869,37
0.178293846901759,38
0.177267355910487,39
0.171528009898748,40
0.167612010524649,41
0.158849953315676,42
0.188880154293525,43
0.170784279604228,44
0.165054165389068,45
0.121525171875025,46
0.119507493529561,47
0.156588197008834,48
0.166551425270923,49
0.117441524509564,50
