x
158.133
174.453
174.076
164.469
166.539
169.016
174.696
174.083
182.737
176.237
182.924
182.467
172.356
178
178.016
178.343
170.343
175.647
180.57
158.807
181.4
186.003
176.93
184.08
187.264
170.89
174.976
181.003
181.453
179.51
162.693
178.903
168.096
177.67
161.166
167.9
161.596
174.906
186.603
171.577
