cost,latency
0.337574552683897,0.0747758596528939
0.344,0.0753867926868864
0.352182902584493,0.0765949299226469
0.343856858846918,0.0738526986520346
0.323713717693837,0.0771361989394085
0.335101391650099,0.0734681638677337
0.344278330019881,0.0759304446366699
0.345304174950298,0.0732265756458165
0.333049701789264,0.0748566734431529
0.336453280318091,0.0775993165787319
0.334592445328032,0.0789339502939784
0.338982107355865,0.0763820104443072
0.337598409542744,0.0753618307280096
0.34810337972167,0.0749155554239331
0.32965407554672,0.078189729911703
0.339355864811133,0.0749333440679726
0.331594433399602,0.0743180129045139
0.339443339960239,0.075482355165478
0.334361829025845,0.0763196913523165
0.338775347912525,0.0741350713119674
0.328763419483101,0.078219384189308
0.347705765407555,0.0724649637750052
0.334019880715706,0.079547001490657
0.334767395626243,0.078728738574302
0.328731610337972,0.0799892267892272
0.338854870775348,0.0809193306566687
0.342823061630219,0.0775120355278643
0.336302186878728,0.0736005196166871
0.321542743538767,0.0760912926156436
0.328469184890656,0.0796046233607652
0.348874751491054,0.071067020530586
0.347125248508946,0.0726957650573174
0.350290258449304,0.0707887714234749
0.344381709741551,0.0759109251791392
0.343491053677932,0.0758976278244988
0.342115308151093,0.0736588671536414
0.331594433399602,0.0821401474496194
0.334226640159046,0.0754211637989915
0.327109343936382,0.081061963417173
0.340405566600398,0.0725944805975808
0.327848906560636,0.0804556491545932
0.342974155069583,0.0765771216659899
0.333383697813121,0.0787023350880415
0.332588469184891,0.077567132273474
0.344453280318091,0.0737635396930449
0.352834990059642,0.0715619890606704
0.333304174950298,0.0766819265905612
0.340373757455268,0.0733501400389919
0.345749502982107,0.0730806234498065
0.349081510934394,0.0751339125004646
0.354369781312127,0.0714158652542575
0.353614314115308,0.0722793352538662
0.354409542743539,0.0731553573286517
0.366425447316103,0.0697826588570531
0.364787276341948,0.0717992183783562
0.361495029821074,0.0721365504955765
0.347061630218688,0.0742234163473324
0.356198807157058,0.0695851058644962
0.345415506958251,0.0752291709834855
0.354584493041749,0.0719837191739911
0.352302186878728,0.0739542625915701
0.356143141153081,0.0737008234455505
0.365669980119284,0.0701839820419029
0.348898608349901,0.075353769942232
0.352469184890656,0.0716973749590219
0.364556660039761,0.0736672221286809
0.359475149105368,0.0706293159403412
0.349017892644135,0.0746218907994956
0.335769383697813,0.075854401615609
0.356779324055666,0.0701274878972989
0.363666003976143,0.0693631253568883
0.348795228628231,0.0742770078245518
0.351872763419483,0.0759676203530722
0.344349900596421,0.0750221941282373
0.356596421471173,0.0743153553948476
0.357304174950298,0.070936331854117
0.358846918489066,0.0716021606043903
0.362147117296223,0.0724387662212282
0.332707753479125,0.0796247066810479
0.358934393638171,0.0708622893200374
0.357328031809145,0.071188530502082
0.359260437375746,0.0729697925485194
0.353749502982107,0.0728201090520369
0.362099403578529,0.0749542952465782
0.358632206759443,0.0700941562539195
0.355252485089463,0.0734686002484723
0.348341948310139,0.0748924517605609
0.355729622266402,0.0722124562283152
0.347308151093439,0.0758242128941781
0.349351888667992,0.0762659723930835
0.349677932405567,0.0721387471087324
0.368580516898608,0.0682696581922835
0.353001988071571,0.0737081634676363
0.352588469184891,0.0750462539067108
0.365479125248509,0.0726574321964847
0.355801192842942,0.072031461188052
0.350115308151093,0.0726628305694416
0.361558648111332,0.070530958663761
0.343013916500994,0.0748438026629424
0.35386083499006,0.0720226943480457
0.334600397614314,0.0726765397890487
0.33744731610338,0.0719870189968793
0.338910536779324,0.0761516651553511
0.333876739562624,0.0740049514014049
0.351761431411531,0.07480260635996
0.338592445328032,0.0775362620135863
0.339300198807157,0.0720175901643508
0.346711729622266,0.0748323685069611
0.335061630218688,0.0777655678338168
0.337693836978131,0.0762665313526813
0.347642147117296,0.0748242243675593
0.343204771371769,0.0776554527930672
0.337145129224652,0.0725973489428848
0.344850894632207,0.072498996569459
0.328874751491054,0.0765608873218843
0.341638170974155,0.0754683958849983
0.339339960238569,0.0762471148613923
0.333892644135189,0.074518958879892
0.341852882703777,0.0748873720926378
0.337916500994036,0.0756304990714897
0.343554671968191,0.0719612382112234
0.333471172962227,0.0847650462362554
0.344119284294235,0.0724424239743851
0.34389662027833,0.0729024428201493
0.327936381709742,0.0789999712675154
0.332063618290258,0.0740167483908093
0.337224652087475,0.0787048455030769
0.330282306163022,0.0753667976233822
0.325717693836978,0.078032696586826
0.337081510934394,0.0745981055976666
0.343149105367793,0.0766214952130014
0.35610337972167,0.0706209854810735
0.337415506958251,0.0772679270846031
0.335419483101392,0.0762116503458636
0.335188866799205,0.0804527170682824
0.339332007952286,0.0774563700163481
0.357614314115308,0.070452503290752
0.338958250497018,0.0750664892247789
0.341900596421471,0.0729827859075891
0.346846918489066,0.0726639877138719
0.333192842942346,0.0749181884178276
0.350544731610338,0.0744069659310203
0.367093439363817,0.0718551535633625
0.322504970178926,0.0763298948165519
0.353534791252485,0.0696365546632577
0.34275944333996,0.0744965024328962
0.344214711729622,0.0739820144452811
0.337558648111332,0.0780206691491664
0.332159045725646,0.0749659892697409
0.355801192842942,0.0706566314133137
0.342751491053678,0.0783300483833467
0.344994035785288,0.0762508412587103
0.341264413518887,0.075893033568858
0.337113320079523,0.0761004762237709
0.317391650099404,0.0828882020986089
0.338385685884692,0.0806813070279755
0.33672365805169,0.0752874106510438
