costF,latencyF,rank
0.959631650750341,0.0252374197067784,1
0.954283765347885,0.025881690486502,1
0.955825375170532,0.0257942477104065,1
0.508990450204639,0.0725330092524267,1
0.495443383356071,0.0733983481683384,1
0.490381991814461,0.0739149356181905,1
0.883478854024557,0.0325722758758056,1
0.88806275579809,0.0324663213901749,1
0.909890859481583,0.0301794132737396,1
0.913219645293315,0.0300649500821117,1
0.889495225102319,0.0322139609054845,1
0.802824010914052,0.0413762023271838,1
0.817926330150068,0.0395979355136775,1
0.825566166439291,0.0393539958351291,1
0.8093724420191,0.0406399882987713,1
0.813328785811733,0.0404262510105187,1
0.829754433833561,0.0391720079746265,1
0.428226466575716,0.0792378871582091,1
0.551105047748977,0.0660096093879858,1
0.40012278308322,0.0842843584932312,1
0.560341064120055,0.0647861488814348,1
0.415129604365621,0.0817224820493113,1
0.412646657571623,0.0820166652851739,1
0.398117326057299,0.0852028240817124,1
0.393956343792633,0.0853469271045621,1
0.913778990450205,0.0296917448762955,1
0.14699863574352,0.142532586454122,1
0.956616643929059,0.0255124407741762,1
0.627421555252387,0.0582216294646644,1
0.916166439290587,0.0290555608832635,1
0.616725784447476,0.0585191880549722,1
0.608458390177353,0.0600742243958489,1
0.599727148703956,0.0602950112525,1
0.95012278308322,0.0260265670280786,1
0.953710777626194,0.0259554912050481,1
0.926521145975443,0.0284712905447971,1
0.945538881309686,0.0260762480263186,1
0.935538881309686,0.027288773790865,1
0.923983628922237,0.0284956036447851,1
0.944065484311051,0.026667198753791,1
0.932005457025921,0.0277420381849278,1
0.934802182810368,0.0275070642916243,1
0.933601637107776,0.0276037365525308,1
0.923328785811733,0.0286840609346409,1
0.945238744884038,0.0264007215523325,1
0.933015006821282,0.0276563709859103,1
0.215457025920873,0.111886635908163,1
0.188362892223738,0.117491798723747,1
0.903806275579809,0.0311308237280034,1
0.902824010914052,0.0312068922628174,1
0.506016371077763,0.0729523794622691,1
0.540736698499318,0.0680039692058679,1
0.516780354706685,0.0719902452256534,1
0.52300136425648,0.0695762163384208,1
0.528526603001364,0.0694447357347984,1
0.897175989085948,0.0312099160178412,1
0.906766712141883,0.0302958805820693,1
0.535047748976808,0.0681161997411701,1
0.534911323328786,0.0689444624980981,1
0.905170532060027,0.0309684902751556,1
0.100900409276944,0.196417817195198,1
0.11912687585266,0.162520785019544,1
0.102701227830832,0.184191931795338,1
0.110368349249659,0.17843749744541,1
0.117544338335607,0.167940813159804,1
0.113574351978172,0.176314364339451,1
0.111923601637108,0.177199041223538,1
0.152482946793997,0.128185238045554,1
0.139154160982265,0.149022795333186,1
0.144993178717599,0.143412551905963,1
0.148390177353342,0.13918316246627,1
0.368635743519782,0.0872809524617365,1
0.116152796725784,0.17149082461755,1
0.230818553888131,0.108440205639954,1
0.134884038199181,0.157129271592358,1
0.224338335607094,0.109638878387298,1
0.798772169167804,0.0435941266371458,1
0.890586630286494,0.0317853084709178,1
0.53,0.0690902531981703,1
0.520900409276944,0.0709806450671524,1
0.517053206002729,0.0712827920299092,1
0.543901773533424,0.0677744099436536,1
0.545634379263301,0.0675723457561906,1
0.913028649386085,0.0301523928582071,1
0.926862210095498,0.0282675386801116,1
0.929017735334243,0.0281655924278845,1
0.921145975443383,0.0290498825526083,1
0.518567530695771,0.0709826667638253,1
0.263424283765348,0.101816353820827,1
0.249358799454297,0.102681657576796,1
