V1,V2
0.890866799204771,0.0314598452290777
0.11568986083499,1
0.803224652087475,0.040220525452675
0.580648111332008,0.0700742016246231
0.140027833001988,0.347472804170998
0.545021868787276,0.0775336182436514
0.462791252485089,0.0979286570776206
0.86596421471173,0.0347518512431651
0.387403578528827,0.121363379133793
0.424660039761431,0.112211364623456
0.368,0.130248003313513
0.356699801192843,0.13166491125129
0.294926441351889,0.1672248303562
0.556576540755467,0.0752417038785834
0.302747514910537,0.163184991516709
0.548445328031809,0.0769170175322659
0.4529662027833,0.0992756839278685
0.447061630218688,0.100808420485313
0.225463220675944,0.219634652947196
0.269065606361829,0.185998063707598
0.881161033797217,0.0326451237880324
0.462091451292247,0.0988633668706981
0.886278330019881,0.0324559465254039
0.219431411530815,0.222853576321913
0.272640159045726,0.182822935674671
0.430286282306163,0.107388024373459
0.576246520874751,0.0710948112166645
0.263264413518887,0.186048124197532
0.289697813121272,0.17101737061607
0.320898608349901,0.153487172988881
0.185009940357853,0.264912501296273
0.376333996023857,0.129594108783454
0.35158648111332,0.13612852526094
0.383773359840954,0.121961822242494
0.152866799204771,0.321022097167274
0.282369781312127,0.175945075823311
0.240007952286282,0.208196657360324
0.286691848906561,0.173098939340358
0.337514910536779,0.145279716431032
0.439960238568588,0.102316169127668
0.257749502982107,0.193265292611446
0.182330019880716,0.271298291443017
0.146870775347913,0.343893865235577
0.330047713717694,0.147002033034027
0.178556660039761,0.271757650532665
0.308544731610338,0.15929744804725
0.349673956262425,0.139608623143989
0.333236580516899,0.145910920512202
0.379125248508946,0.123735032851632
0.188007952286282,0.258288411023627
0.315057654075547,0.157204241973658
0.234652087475149,0.21246212203873
0.340616302186879,0.141237142009532
0.245924453280318,0.207679165163369
0.209451292246521,0.239001009819989
0.260238568588469,0.189973149291472
0.176520874751491,0.279173166496912
0.162365805168986,0.29932878421099
0.4260675944334,0.108476587099023
0.1660675944334,0.29813952294912
0.253423459244533,0.196250268076963
0.435701789264413,0.10726723895302
0.230493041749503,0.213521649419149
0.20513717693837,0.24185259875436
0.245976143141153,0.202218886506502
0.569522862823062,0.0715723842012542
0.277717693836978,0.181176903417987
0.564031809145129,0.0722335543656057
0.250695825049702,0.201123915050029
0.325109343936382,0.151485314321077
0.326,0.149431635656192
0.344858846918489,0.140545723724242
0.149335984095427,0.339748645411959
0.149836978131213,0.325632745195393
0.306091451292247,0.162472275347791
0.570990059642147,0.0711553663677357
0.31658449304175,0.155724817038221
0.196763419483101,0.254904842575322
0.217610337972167,0.227273839014772
0.159888667992048,0.314475929474486
0.876059642147117,0.0326625830492216
0.174202783300199,0.282624575060114
0.278990059642147,0.177044743869119
0.214461232604374,0.231820873686062
0.170258449304175,0.291131806811452
0.190898608349901,0.258006286332744
0.561244532803181,0.0748505568849911
0.157005964214712,0.319593303634521
0.192922465208748,0.2550328929471
0.450270377733598,0.100628009544477
0.211403578528827,0.232585399454152
0.149562624254473,0.330501571270156
0.215833001988072,0.230214268659558
0.344031809145129,0.141174722419644
0.200807157057654,0.249957375563081
0.228405566600398,0.218169488082829
0.17155069582505,0.285619124995263
0.157212723658052,0.31524623690999
0.869848906560636,0.0343848280868207
0.439081510934394,0.10300769094745
0.197431411530815,0.250791666058783
0.162023856858847,0.30917957456136
0.210664015904573,0.234548409712684
0.14693041749503,0.342602182033274
0.871347912524851,0.0333639439930543
0.199335984095427,0.250280327777598
0.377733598409543,0.128431685239656
0.172652087475149,0.284264821616899
0.563367793240557,0.0726197274237659
0.229145129224652,0.217164090700179
0.204333996023857,0.244821897886239
0.308469184890656,0.162339836468083
0.237487077534791,0.211004538100651
0.203367793240557,0.249020799560996
0.168628230616302,0.296858474772388
0.237960238568588,0.210483822554596
0.436389662027833,0.103714250694193
0.873244532803181,0.0333426375232759
0.45168986083499,0.100578776176419
0.161638170974155,0.310972554017965
0.168815109343936,0.293577377863241
0.192834990059642,0.257796726633511
0.561248508946322,0.0746468496382646
0.252234592445328,0.198211687948698
0.874425447316103,0.0332300530546462
0.278218687872763,0.179299307254323
0.251542743538767,0.199286903491511
0.203479125248509,0.247925073229862
0.875856858846918,0.0331808974368881
0.869852882703777,0.0342259216645415
0.377029821073559,0.129037957350042
0.436107355864811,0.103761637822362
0.570365805168986,0.0713459709325409
0.157196819085487,0.319474934286589
0.315848906560636,0.156244179004764
0.168731610337972,0.296102851408267
0.315773359840954,0.157130972914934
0.161785288270378,0.31078371777956
0.237570576540755,0.210951078807671
0.170679920477137,0.290983779109489
