x
322.456
322.966
325.956
323.646
324.966
324.703
323.556
323.599
341.59
341.267
342.933
343.426
343.586
343.64
341.896
343.017
341.643
341.71
344.283
342.983
343.866
343.134
342.514
342.413
341.944
343.384
343.817
343.653
344.284
341.493
342.393
342.113
342.887
341.087
342.423
341.44
334.956
343.47
340.4
339.677
