x
28.219
26.806
27.009
26.583
28.239
27.579
28.246
27.066
27.94
27.844
27.583
27.843
28.317
27.95
28.29
28.574
28.086
27.1
27.63
27.757
28.107
27.637
27.943
27.96
26.934
27.7
28.16
27.577
27.323
26.903
27.663
27.787
26.823
27.657
27.783
27.976
26.51
26.89
26.707
27.736
