x
2113.557
1948.97
1970.56
2198.213
2092.23
2126.527
2043.94
2078.04
2155.313
2063.529
2036.266
1948.033
2014.32
2049.786
2073.487
1867.42
2060.143
2021.31
2048.213
2082.616
2020.696
2090.6
2093.716
2054.223
2078.646
1910.396
1979.57
2026.46
2077.11
1991.436
1955.69
2032.61
1936.763
2155.657
2081.56
2006.106
2011.947
2003.056
2017.553
2001.7
