x
531.226
530.223
529.706
529.163
531.179
530.426
528.8
529.279
517.4
514.067
518.993
511.676
521.927
519.3
520.41
515.256
502.357
512.736
511.063
509.42
509.64
509.373
511.906999999999
504.74
501.207
509.117
512.453
507.629999999999
505.593000000001
505.754000000001
504.300000000001
502.656
498.027
503.559999999999
511.733
509.814
509.860000000001
508.573999999999
510.377
501.687
