x
1.999
2.073
2.01
2.059
2.076
1.906
1.999
2.089
1.94
2.054
1.943
2.103
1.92
2.086
1.996
1.907
2.08
1.993
1.906
2.017
2.116
2.04
2.024
2.057
2.07
2.003
2.093
2.053
1.937
2.06
2.01
1.913
2.053
2.023
2.047
2.12
2.023
2.21
2.14
2.243
