costF,latencyF,alg
0,0.70083733808728,1
0.375438596491228,0.236278735685308,1
0.152631578947368,0.474725748609973,1
0.159649122807018,0.405145818983755,1
0.00701754385964912,0.553912810108653,1
0.485964912280702,0.176536212267678,1
0.305263157894737,0.325958757485076,1
0.0140350877192982,0.502281947755469,1
0.333333333333333,0.295844718259022,1
1,0,1
0.847368421052632,0.00844661989319251,1
0.673684210526316,0.0705138202814054,1
0.666666666666667,0.0895306796094458,1
0.0210526315789474,0.483265088427429,1
0.201754385964912,0.333842543210031,1
0.194736842105263,0.352859402538071,1
0.340350877192982,0.255723273766357,1
0.63859649122807,0.134291148233358,1
0.492982456140351,0.157519352939637,1
0.347368421052632,0.236706414438317,1
0.312280701754386,0.306941898157035,1
0.819298245614035,0.047285615575126,1
0.521052631578947,0.157091674186629,1
0.166666666666667,0.386128959655715,1
0.528070175438596,0.149700881780085,1
1,0,2
0.201754385964912,0.333842543210031,2
0.00701754385964912,0.553912810108653,2
0.0210526315789474,0.483265088427429,2
0.0140350877192982,0.502281947755469,2
0,0.70083733808728,2
0.166666666666667,0.386128959655715,2
0.159649122807018,0.405145818983755,2
0.492982456140351,0.157519352939637,2
0.347368421052632,0.236706414438317,2
0.673684210526316,0.0705138202814054,2
0.819298245614035,0.047285615575126,2
0.847368421052632,0.00844661989319251,2
0.312280701754386,0.306941898157035,2
0.528070175438596,0.149700881780085,2
0.375438596491228,0.236278735685308,2
0.340350877192982,0.255723273766357,2
0.333333333333333,0.295844718259022,2
0.63859649122807,0.134291148233358,2
0.152631578947368,0.474725748609973,2
0.485964912280702,0.176536212267678,2
0.521052631578947,0.157091674186629,2
0.194736842105263,0.352859402538071,2
0.666666666666667,0.0895306796094458,2
