cost,latency
0.179976580796253,0.388867875887428
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.217915690866511,0.368052933552418
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.220843091334895,0.366502306663389
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.388867875887428
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.401374788415894
0.200351288056206,0.365525584337078
0.178103044496487,0.397697586552328
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.390880625405521
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.202576112412178,0.367243117661954
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.205503512880562,0.370139286146371
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.180444964871194,0.384944813057988
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.388867875887428
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.217915690866511,0.368052933552418
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.220843091334895,0.366502306663389
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.388867875887428
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.401374788415894
0.200351288056206,0.365525584337078
0.178103044496487,0.397697586552328
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.179976580796253,0.390880625405521
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.202576112412178,0.367243117661954
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.205503512880562,0.370139286146371
0.19016393442623,0.374917132771992
0.19016393442623,0.374917132771992
0.180444964871194,0.384944813057988
0.19016393442623,0.374917132771992
