costF,latencyF,alg
0.224866595517609,0.257491405757867,1
0.464887940234792,0.103164781590713,1
0.398078975453575,0.127422577537032,1
0.377374599786553,0.14364903045704,1
0.311419423692636,0.18325776728695,1
0.289220917822839,0.204052882101809,1
0.213340448239061,0.288390286454312,1
0.297331910352188,0.200209132852798,1
0.27854855923159,0.20836915175874,1
0.21846318036286,0.287565299345889,1
0.269477054429029,0.219832763098764,1
0.264674493062967,0.219993323723179,1
0.276947705442903,0.214442870370102,1
0.345997865528282,0.162088892897877,1
0.304589114194237,0.189642605826344,1
0.251227321237994,0.234377583909814,1
0.460192102454642,0.106738901641008,1
0.259765208110993,0.22418633404012,1
0.305656350053362,0.187831040028347,1
0.256883671291355,0.230164016906482,1
0.25752401280683,0.226123646593827,1
0.344930629669157,0.165613181872843,1
0.345357524012807,0.162252362539748,1
0.546744930629669,0.0735092650829045,1
0.427107790821772,0.1198149732819,1
0.44162219850587,0.115448076477603,1
0.414621131270011,0.122097904272217,1
0.497331910352188,0.090450721466745,1
0.489007470651014,0.0926519441139833,1
0.536286019210245,0.0763912783103879,1
0.516115261472786,0.0855949040715017,1
0.469477054429029,0.100853820278856,1
0.506616862326574,0.0869255432002962,1
0.532764140875133,0.0780076547135878,1
0.48196371398079,0.0960787996798214,1
0.518783351120598,0.0848439770390944,1
0.527427961579509,0.0801638986486626,1
0.456029882604055,0.111919520913618,1
0.480896478121665,0.0969179871004707,1
0.518356456776948,0.0855259979782439,1
0.527107790821772,0.081688665387984,1
0.337459978655283,0.166865421544074,1
0.302454642475987,0.198494381459666,1
0.320811099252935,0.179183632399735,1
0.243970117395945,0.238589183311992,1
0.152508004268943,0.4765324433347,1
0.435005336179296,0.11692609658982,1
0.443116328708645,0.114579830758318,1
0.47812166488794,0.0982454296824682,1
0.457630736392743,0.107979962924629,1
0.457417289220918,0.111295972057061,1
0.435538954108858,0.116701203680701,1
0.46264674493063,0.105165002720493,1
0.413767342582711,0.125647531472816,1
0.443970117395944,0.113591164982436,1
0.387406616862327,0.135246968937222,1
0.37812166488794,0.138026436416537,1
0.368729989327641,0.145203796501929,1
0.330736392742796,0.16907464001186,1
0.359551760939168,0.147519955883849,1
0.354215581643543,0.155511170862559,1
0.325720384204909,0.178041986489363,1
0.330202774813234,0.169699147113341,1
0.288367129135539,0.206286203389012,1
0.771611526147279,0.0365439600998513,1
0.744610458911419,0.0374897171326078,1
0.616435432230523,0.0512448300309351,1
0.639274279615795,0.0485608573393622,1
0.760618996798292,0.0374321788403563,1
0.580149413020277,0.0620767880291898,1
0.725293489861259,0.037771252493121,1
0.695090715048026,0.0423407065784961,1
0.60128068303095,0.0613434855240908,1
0.709605122732124,0.0405478237889209,1
0.648665955176094,0.0466008454289762,1
0.537246531483458,0.074350767972271,1
0.675346851654216,0.0432083146140027,1
0.562860192102455,0.0707829960935946,1
0.719957310565635,0.0391161128295489,1
0.671504802561366,0.045139451483922,1
0.697972251867663,0.0409047266205631,1
0.605869797225187,0.0552204013158574,1
0.660192102454642,0.0455526563367201,1
0.65965848452508,0.0457126266884711,1
0.572358591248666,0.0695569997326425,1
0.523799359658485,0.0834639732866385,1
0.575240128068303,0.0651988615684528,1
0.602454642475987,0.0567331463585989,1
0.674813233724653,0.0439935624948743,1
0.573852721451441,0.0687848170116723,1
0.210885805763074,0.322367143580658,1
0.158164354322305,0.409241922756798,1
0.207363927427962,0.323853148134697,1
0.189754535752401,0.334994458672595,1
0.168089647812166,0.407452872278932,1
0.187620064034152,0.361943684778329,1
0.169477054429029,0.390515341717608,1
0.212700106723586,0.300597460533151,1
0.178335112059765,0.380181861364545,1
0.198612593383138,0.332314262449369,1
0.179615795090715,0.367154985452761,1
0.198932764140875,0.327890154795355,1
0.178762006403415,0.377308748851849,1
0.482710779082177,0.0949433004319289,1
0.5008537886873,0.0873547457125897,1
0.496478121664888,0.0910856881975608,1
0.567235859124867,0.0697770381761095,1
0.557203842049093,0.0721128075292741,1
0.524012806830309,0.0825847219650151,1
0.519103521878335,0.0836971940839796,1
0.525506937033084,0.0822276325909876,1
0.566275346851654,0.0705764687037323,1
0.555496264674493,0.0731662741887973,1
0.554962646744931,0.0732267679140453,1
0.0132337246531483,0.634094363787362,2
0.405976520811099,0.156745273950694,2
0.35709711846318,0.213565687409779,2
0.024332977588047,0.573819397649061,2
0.324439701173959,0.232575343427804,2
0.343649946638207,0.22475626881826,2
0.00554962646744931,0.694155017935668,2
0.428388473852721,0.153469282744041,2
0.45965848452508,0.138876444077454,2
0.291462113127001,0.288925868052738,2
0.0096051227321238,0.661512183632148,2
0.463287086446105,0.134657104814147,2
0.297225186766275,0.2496391617172,2
0.00234791889007471,0.775455371246728,2
0.352401280683031,0.222397528154394,2
0.595624332977588,0.100444048641951,2
0.00725720384204909,0.68017913207843,2
0.341835645677695,0.229962015486104,2
0.00426894343649947,0.694529008567468,2
0.29615795090715,0.272566343179536,2
0.546318036286019,0.101226743169116,2
0.0123799359658485,0.644576965123982,2
0.00811099252934899,0.669346095835289,2
0.00373532550693703,0.708371782142873,2
0.0119530416221985,0.644637144008691,2
0.0103521878335112,0.658125854675212,2
0.400320170757737,0.17317540856026,2
0.0149413020277481,0.619850001942645,2
0.00683030949839915,0.686921728322259,2
0.0207043756670224,0.587852553442351,2
0.384951974386339,0.183663035314668,2
0.452614727854856,0.147400445374658,2
0.40042689434365,0.169647677737838,2
0.0217716115261473,0.584117976936973,2
0.0227321237993597,0.581472386052616,2
0.45752401280683,0.145243815472844,2
0.0130202774813234,0.643186039019688,2
0.522091782283885,0.112620147778486,2
0.451334044823906,0.15223666423627,2
0.0108858057630736,0.649958867182074,2
0.361579509071505,0.207898249276119,2
0.0159018143009605,0.612172786595929,2
0.00298826040554963,0.753901648660484,2
0.00341515474919957,0.749692916683966,2
