x
82.529
82.679
82.933
83.043
84.306
82.923
83.133
83.416
83.056
83.3
83.087
82.807
83.2
83.323
83.297
82.893
82.947
82.464
82.566
83.517
84.05
83.754
83.44
83.203
82.774
82.87
83.143
83.386
83.603
83.12
82.803
82.53
82.02
80.66
82.244
82.016
81.67
82.763
83.45
82.17
