V1,V2
0.177900905696402,1
0.172624931579513,2
0.163780373717836,3
0.157642498584189,4
0.154350166264597,5
0.150753354666008,6
0.147009217513816,7
0.14368938510413,8
0.14031964522067,9
0.137571073359859,10
0.135259942767139,11
0.132613630299652,12
0.131406346956369,13
0.130047872484616,14
0.128345743081578,15
0.127261223120269,16
0.126458097069225,17
0.12545074779907,18
0.124456236091462,19
0.123122613271849,20
0.120990388527613,21
0.118682489365863,22
0.116265607046935,23
0.114244840069524,24
0.111685136029793,25
0.108539835550162,26
0.105070076738889,27
0.102115959195304,28
0.0983602894903389,29
0.0935254818535216,30
0.088660015844511,31
0.0843973504241527,32
0.0791465926623437,33
0.0750550243509805,34
0.0717208275669486,35
0.0681844987039422,36
0.0644676085538195,37
0.0612145492485234,38
0.058143312627887,39
0.0558910390593073,40
0.0537152982031577,41
0.0514304958299334,42
0.0500129468260166,43
0.0485975907161655,44
0.0472683443688847,45
0.0462583628033088,46
0.045716548799985,47
0.0452747691167153,48
0.0448278226439348,49
0.0446177558478185,50
