0.45,0.42,0.352,0.355,0.709,0.387,0.543,0.606,0.461,0.342,0.372,0.255,0.249,0.249,0.25,0.248,0.25,0.25,0.249,0.246,0.25,0.252,0.248,0.25,0.248,0.25,0.413,0.364,0.182,0.182,0.373,0.189,0.353,0.192,0.184,0.179,0.374,0.189,0.348,0.175
0.709,0.765,0.595,0.763,0.969,0.568,0.95,0.384,0.83,0.63,0.725,0.248,0.247,0.244,0.25,0.25,0.251,0.239,0.288,0.252,0.251,0.252,0.294,0.246,0.25,0.252,0.637,0.439,0.182,0.182,0.57,0.19,0.616,0.209,0.201,0.201,0.773,0.19,0.529,0.176
0.228,0.269,0.255,0.305,0.523,1.043,5.871,0.228,0.347,0.23,0.889,0.214,0.812,0.224,0.215,0.215,0.385,0.218,0.219,0.224,0.224,0.219,0.218,0.219,0.221,0.22,0.253,0.23,0.227,0.227,4.65,0.743,1.004,0.262,0.257,0.255,4.264,0.273,0.754,0.221
1.422,1.001,0.921,1.241,1.504,1.219,1.478,0.577,0.868,0.659,1.299,0.209,0.27,0.211,0.209,0.209,0.212,0.209,0.209,0.21,0.735,0.208,0.816,0.219,0.215,0.214,1.376,0.756,0.225,0.226,5.377,0.747,0.952,0.261,0.254,0.254,4.526,0.284,0.749,0.221
10.707,0.899,0.83,1.391,1.809,0.972,1.882,0.768,1.452,0.876,0.929,0.377,0.37,0.38,0.366,0.374,0.372,0.378,0.37,0.37,0.37,0.37,0.369,0.369,0.37,0.38,0.969,0.936,0.305,0.305,1.312,0.412,1.085,0.328,0.32,0.32,1.565,0.384,1.368,0.317
1.114,0.837,0.925,1.155,1.46,0.922,1.78,0.681,1.169,0.875,1.172,0.358,0.358,0.361,0.359,0.36,0.36,0.298,0.362,0.359,0.36,0.36,0.35,0.36,0.358,0.36,0.926,0.962,0.293,0.294,1.001,0.301,1.035,0.315,0.308,0.308,1.017,0.301,1.477,0.305
10.113,0.066,0.058,0.076,0.328,0.063,0.064,0.054,0.267,0.045,0.072,0.107,0.07,0.07,0.07,0.07,0.07,0.069,0.069,0.071,0.069,0.07,0.07,0.089,0.056,0.065,0.118,0.091,0.043,0.044,0.085,0.048,0.082,0.049,0.041,0.041,0.081,0.043,0.076,0.038
3.396,0.103,0.158,0.168,0.329,0.162,0.144,0.086,0.399,0.079,0.152,0.097,0.07,0.069,0.07,0.069,0.065,0.065,0.071,0.069,0.069,0.069,0.069,0.069,0.109,0.101,0.201,0.195,0.043,0.044,0.145,0.043,0.148,0.048,0.041,0.041,0.202,0.042,0.115,0.038
0.19,0.274,0.197,0.137,0.355,0.144,0.202,0.115,0.215,0.097,0.088,0.088,0.069,0.069,0.07,0.068,0.069,0.069,0.071,0.069,0.07,0.07,0.069,0.07,0.071,0.07,0.102,0.195,0.031,0.031,0.036,0.012,0.092,0.039,0.032,0.034,0.069,0.014,0.068,0.026
0.139,0.08,0.277,0.1,0.251,0.104,0.287,0.117,0.341,0.07,0.082,0.087,0.07,0.071,0.069,0.07,0.07,0.071,0.069,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.086,0.193,0.031,0.032,0.037,0.013,0.073,0.04,0.033,0.033,0.028,0.012,0.069,0.025
0.369,0.157,0.231,0.339,0.384,0.184,0.254,0.151,0.608,0.146,0.048,0.088,0.069,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.069,0.07,0.07,0.07,0.122,0.229,0.033,0.033,0.104,0.032,0.056,0.015,0.012,0.012,0.08,0.031,0.107,0.027
0.126,0.082,0.07,0.097,0.279,0.085,0.107,0.099,0.267,0.056,0.041,0.087,0.07,0.073,0.067,0.069,0.07,0.071,0.069,0.07,0.07,0.064,0.068,0.068,0.069,0.069,0.095,0.075,0.033,0.033,0.057,0.032,0.022,0.018,0.011,0.011,0.057,0.031,0.052,0.027
0.914,0.585,0.427,0.717,1.062,0.476,0.993,0.506,0.894,0.541,0.663,0.246,0.24,0.259,0.241,0.239,0.239,0.259,0.263,0.238,0.24,0.24,0.241,0.239,0.23,0.241,0.574,0.448,0.173,0.173,0.568,0.182,0.698,0.18,0.172,0.173,0.768,0.183,0.542,0.175
0.913,0.579,0.415,0.71,0.933,0.609,1.041,1.502,0.424,0.295,1.542,0.242,0.283,0.248,0.239,0.24,0.241,0.239,0.243,0.248,0.24,0.239,0.239,0.23,0.24,0.24,0.396,0.344,0.172,0.172,0.362,0.182,0.342,0.178,0.172,0.171,0.434,0.183,0.529,0.173
9.382,5.767,6.042,5.615,6.158,5.778,6.177,5.94,6.345,5.837,6.832,0.924,0.93,0.939,0.92,0.922,0.919,0.927,0.929,0.928,0.93,0.941,0.919,0.915,0.961,0.948,6.785,5.899,0.468,0.461,6.702,0.997,6.452,0.73,0.749,0.835,7.498,1.119,6.341,0.756
6.897,6.05,5.983,6.973,6.535,6.117,7.243,6.377,6.829,5.898,6.693,2.909,2.91,0.909,0.911,0.91,0.91,0.91,0.91,0.91,0.912,0.918,0.909,0.91,0.91,0.91,7.227,6.062,0.608,0.607,6.597,1.045,6.316,0.752,0.746,0.79,6.903,1.273,6.29,0.743
6.532,6.104,5.851,6.355,6.915,6.156,7.007,5.894,6.392,5.835,6.84,0.917,0.929,0.935,0.92,1.365,0.923,1.364,0.954,0.932,0.936,0.927,0.929,0.926,0.921,0.924,5.994,5.831,0.468,0.461,6.72,1.007,6.49,0.796,0.764,0.796,7.39,1.119,9.244,0.798
1.293,0.818,0.572,0.963,1.058,0.846,1.307,0.708,1.203,0.876,1.375,0.25,0.27,0.251,0.202,0.205,0.223,0.247,0.242,0.263,0.274,0.242,0.264,0.256,0.251,0.266,0.511,0.542,0.184,0.17,0.817,0.191,0.808,0.207,0.194,0.182,0.829,0.194,0.826,0.19
10.475,0.455,0.467,0.437,0.665,0.46,0.604,0.469,0.554,0.89,0.807,0.249,0.245,0.254,0.255,0.251,0.215,0.19,0.232,0.237,0.238,0.257,0.269,0.246,0.248,0.253,0.97,0.771,0.182,0.171,4.462,0.208,0.441,0.168,0.162,0.167,0.447,0.19,0.47,0.195
10.112,3.491,0.448,0.445,0.573,0.43,0.583,0.419,0.583,0.286,0.326,0.247,0.241,0.261,0.264,0.234,0.257,0.251,0.251,0.253,0.27,0.25,0.236,0.255,0.261,0.243,0.482,0.479,0.194,0.179,0.449,0.194,0.445,0.188,0.194,0.198,0.472,0.195,0.519,2.631
9.231,0.441,0.386,0.44,0.652,0.408,0.617,0.47,0.653,0.567,0.795,0.257,0.244,0.254,0.86,0.229,0.251,0.242,0.262,0.884,0.237,0.251,0.253,0.308,0.241,0.243,0.532,0.428,0.178,0.193,0.517,0.187,0.51,0.23,0.211,0.206,0.708,0.189,0.819,0.19
0.75,0.625,0.563,1.203,0.688,0.609,0.687,1.016,1.5,0.484,2.688,2.672,2.687,2.672,2.688,0.672,2.687,2.672,2.687,0.672,0.688,0.672,0.672,0.687,0.672,0.687,1.063,0.562,0.579,0.578,0.703,0.672,0.609,0.578,0.61,0.609,0.687,0.688,0.687,0.657
0.732,0.899,0.561,1.208,0.691,0.88,0.706,0.935,1.345,0.818,1.262,0.68,0.678,0.679,0.68,0.68,0.678,0.68,0.679,0.69,0.68,0.676,0.679,0.679,0.681,0.679,1.051,0.858,0.574,0.61,0.681,0.68,0.95,0.614,0.608,0.571,0.681,0.68,0.654,0.652
0.757,0.618,0.564,0.584,0.688,0.568,0.683,0.688,0.782,0.478,0.678,0.722,0.676,0.679,0.68,0.68,0.686,0.683,0.681,0.68,0.672,0.684,0.681,0.679,0.68,0.679,0.749,0.612,0.576,0.614,0.68,0.68,0.611,0.58,0.608,0.574,0.682,0.686,0.641,0.676
0.206,0.121,0.048,0.225,0.375,0.236,0.08,0.141,0.167,0.077,0.038,0.078,0.069,0.074,0.065,0.069,0.07,0.07,0.07,0.07,0.069,0.07,0.071,0.069,0.07,0.071,0.095,0.173,0.023,0.024,0.057,0.021,0.073,0.028,0.024,0.023,0.061,0.021,0.048,0.018
0.15,0.056,0.068,0.23,0.272,0.091,0.079,0.065,0.32,0.041,0.026,0.077,0.07,0.07,0.07,0.07,0.012,0.056,0.07,0.073,0.067,0.07,0.073,0.067,0.07,0.069,0.098,0.046,0.039,0.027,0.046,0.023,0.045,0.027,0.023,0.023,0.039,0.021,0.034,0.018
1.281,0.4,0.276,0.487,0.903,0.387,0.704,0.406,0.747,0.306,0.375,0.185,0.191,0.189,0.196,0.183,0.19,0.191,0.187,0.189,0.19,0.19,0.19,0.191,0.189,0.19,0.5,0.469,0.115,0.117,0.457,0.129,0.463,0.134,0.127,0.126,0.607,0.133,0.404,0.105
0.246,0.167,0.228,0.199,0.397,0.164,0.137,0.162,0.474,0.156,0.174,0.113,0.069,0.069,0.07,0.07,0.069,0.069,0.07,0.071,0.07,0.069,0.07,0.069,0.07,0.07,0.213,0.473,0.062,0.062,0.507,0.049,0.211,0.064,0.058,0.056,0.195,0.049,0.211,0.058
0.442,0.294,0.202,0.447,1,0.317,0.505,0.293,0.58,0.271,0.424,0.168,0.17,0.17,0.17,0.17,0.169,0.17,0.17,0.171,0.168,0.17,0.17,0.17,0.17,0.17,0.344,0.266,0.109,0.107,0.37,0.126,0.398,0.127,0.12,0.119,0.375,0.111,0.491,0.116
0.338,0.19,0.172,0.202,13.52,0.232,0.293,0.191,0.311,0.188,0.197,0.162,0.171,0.169,0.171,0.169,0.169,0.165,0.163,0.169,0.169,0.17,0.17,0.169,0.169,0.16,0.285,0.211,0.106,0.105,0.218,0.112,0.241,0.129,0.122,0.121,0.221,0.111,0.235,0.118
0.229,0.146,0.25,0.358,0.479,0.491,0.255,0.169,0.351,0.161,0.141,0.107,0.069,0.07,0.07,0.069,0.07,0.07,0.07,0.071,0.07,0.075,0.063,0.07,0.07,0.07,0.224,2.208,0.027,0.028,2.123,0.047,2.128,0.055,0.043,0.041,0.167,0.047,2.184,0.066
0.289,0.18,0.23,0.238,0.568,0.207,0.236,0.146,0.325,0.163,0.119,0.104,0.069,0.069,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.069,0.069,0.07,0.07,0.07,0.183,0.227,0.042,0.038,0.165,0.057,0.157,0.047,0.062,0.047,0.136,0.043,0.145,0.054
10.359,0.407,0.212,0.463,0.588,0.335,0.511,0.301,0.518,0.277,0.469,0.185,0.179,0.179,0.18,0.197,0.179,0.179,0.18,0.178,0.19,0.178,0.17,0.179,0.19,0.178,0.502,0.32,0.113,0.113,0.404,0.12,0.409,0.122,0.115,0.123,0.55,0.119,0.493,0.119
10.289,0.365,0.22,0.471,0.859,0.348,0.544,0.278,0.55,0.273,0.469,0.199,0.19,0.188,0.189,0.19,0.19,0.19,0.19,0.195,0.198,0.189,0.19,0.188,0.19,0.188,0.504,0.332,0.116,0.116,0.432,0.118,0.412,0.123,0.115,0.115,0.363,0.119,0.418,0.119
5.139,5.066,5.053,5.255,5.271,5.146,5.1,5.053,5.18,5.044,5.04,0.086,0.069,0.07,0.07,0.071,0.069,0.07,0.07,0.07,0.07,0.07,0.069,0.07,0.07,0.07,5.093,5.054,0.029,0.029,8.285,0.031,5.069,0.033,0.028,0.028,9.741,0.104,5.042,0.023
5.282,5.167,5.205,5.289,5.659,5.168,1,5.102,5.28,5.093,5.088,0.097,0.069,0.07,0.07,0.07,0.07,0.135,0.092,0.069,0.07,0.07,0.07,0.07,0.07,0.07,5.131,5.228,0.034,0.034,8.885,5.305,5.132,0.049,0.037,0.084,8.806,0.103,5.086,0.048
9.423,0.624,0.2,0.179,0.339,0.178,0.68,0.066,0.349,0.072,0.081,0.108,0.07,0.07,0.07,0.066,0.054,0.07,0.07,0.041,0.099,0.04,0.1,0.04,0.099,0.041,0.197,0.328,0.047,0.046,0.137,0.045,0.146,0.051,0.044,0.044,0.826,0.045,0.08,0.059
9.46,0.595,0.201,0.178,0.508,0.063,0.582,0.106,0.243,0.087,0.156,0.107,0.07,0.07,0.07,0.07,0.073,0.07,0.066,0.069,0.071,0.07,0.07,0.07,0.07,0.069,0.169,0.328,0.046,0.046,0.139,0.045,0.145,0.058,0.045,0.044,0.173,0.046,0.124,0.041
