costF,latencyF,rank
0.231430096051227,0.393823099797092,1
0.643276414087513,0.117972127780065,1
0.574493062966916,0.142143515393665,1
0.553308431163287,0.145568509281336,1
0.585218783351121,0.135402191243801,1
0.504749199573106,0.164000576753089,1
0.354749199573106,0.226795614168901,1
0.494663820704376,0.172627841710533,1
0.586606189967983,0.129690037008323,1
0.570864461045891,0.145133854779423,1
0.387566702241195,0.223165831140905,1
0.56846318036286,0.145136989307081,1
0.4491462113127,0.187060251890643,1
0.4474386339381,0.191208276824765,1
0.278388473852721,0.316776409962783,1
0.618249733191035,0.129123732344773,1
0.708858057630736,0.10124942272449,1
0.621184631803629,0.119111006162481,1
0.476093916755603,0.172984133020995,1
0.34076840981857,0.255620730512119,1
0.274919957310566,0.323773720538052,1
0.281056563500534,0.302757757433532,1
0.394450373532551,0.211206563282979,1
0.434738527214514,0.195082553010087,1
0.511953041622198,0.162263003587989,1
0.306990394877268,0.273869950537154,1
0.270490928495197,0.3316413849597,1
0.318143009605123,0.266305290455781,1
0.499839914621131,0.168520565635964,1
0.312806830309498,0.271190974232093,1
0.61974386339381,0.126632827699194,1
0.518783351120598,0.160039578635895,1
0.52769477054429,0.149041565926431,1
0.33068303094984,0.261081077692403,1
0.57982924226254,0.141346300525974,1
0.329882604055496,0.265057748447886,1
0.410032017075774,0.210763550040644,1
0.648559231590181,0.110662409281545,1
0.279188900747065,0.316082634507806,1
0.304802561366062,0.28003034222773,1
0.433564567769477,0.196008283511758,1
0.255763073639274,0.342598648809611,1
0.389381003201708,0.222227562528603,1
0.342689434364995,0.252871749756029,1
0.26136606189968,0.333116702644079,1
0.474706510138741,0.178857193009585,1
0.646318036286019,0.116163505321383,1
0.299679829242263,0.284765568676456,1
0.382070437566702,0.224549202680648,1
0.411686232657417,0.202680648053145,1
0.515955176093917,0.161672667545728,1
0.494930629669157,0.171744949753522,1
0.420437566702241,0.201140550130501,1
0.335005336179296,0.256887079685962,1
0.669103521878335,0.10754041973415,1
0.292582710779082,0.302132941587032,1
0.533457844183565,0.147589234778211,1
0.463980789754536,0.181164205365893,1
0.611579509071505,0.129279413885122,1
0.337193169690502,0.256518250264868,1
0.343703308431163,0.248847016243122,1
0.525240128068303,0.155255244587193,1
0.559018143009605,0.145378347936749,1
0.505229455709712,0.163124998693947,1
0.500533617929562,0.165373499867305,1
0.348665955176094,0.239478957915832,1
0.295464247598719,0.290758785558604,1
0.463127001067236,0.185855548427407,1
0.431003201707577,0.196879682200689,1
0.651120597652081,0.107925966636088,1
