V1,V2
0.547423887587822,0.27066984332345
-0.142505854800937,1
0.101288056206089,0.684153783523244
0.283489461358314,0.417661984389212
0.402927400468384,0.330825350548076
0.304918032786885,0.411597167359724
0.439578454332553,0.330627819481058
0.263583138173302,0.448320417058543
0.220843091334895,0.497065876259241
0.231030444964871,0.47698260247847
0.360889929742389,0.368071391026936
0.496370023419204,0.282877921091841
0.10175644028103,0.665865155833942
0.129508196721311,0.664842402080203
0.520140515222482,0.2775381154015
0.201990632318501,0.518116583549046
0.38536299765808,0.366120296863675
0.25152224824356,0.47567853843393
0.325644028103044,0.410983991929306
0.188875878220141,0.56959625986524
0.532552693208431,0.272638981599652
0.344262295081967,0.395247645254169
0.173067915690867,0.572038662945385
0.13864168618267,0.606571986885368
0.328922716627635,0.401767269482573
0.153864168618267,0.605161778892696
0.457142857142857,0.312355877643924
0.189578454332553,0.535098870520821
0.252341920374707,0.454567257459804
0.470140515222482,0.307631304723441
0.133723653395785,0.616110854449524
0.445081967213115,0.316931598970222
0.485011709601874,0.305704497110211
0.199765807962529,0.533154346953797
0.131381733021077,0.652557488772666
0.168384074941452,0.579647473524711
0.397775175644028,0.350810711088398
0.163348946135831,0.596727783145825
0.393091334894614,0.3515581677132
0.524824355971897,0.275826809583793
0.354449648711944,0.381944757708728
0.489929742388759,0.296174649752259
0.159250585480094,0.599948689648186
0.386533957845433,0.360578188852486
0.464754098360656,0.3114721957796
0.349648711943794,0.391178650870001
0.441217798594848,0.318885122884456
0.352107728337237,0.386982900611496
0.467213114754098,0.308267530455068
0.487236533957845,0.299014301509391
0.485128805620609,0.300197837730594
