x
1096.583
1098.256
1091.539
1095.549
1091.233
1100.933
1085.903
1109.199
1064.423
1053.957
1073.037
1066.407
1067.81
1059.18
1068.317
1066.416
1065.143
1070.473
1074.084
1069.93
1071.37
1060.537
1072.106
1067.866
1070.86
1064.923
1074.283
1074.529
1072.01
1048.893
1064.01
1065.87
1058.717
1051.193
1073.526
1066.577
1060.127
1068.966
1074.347
1058.433
