costF,latencyF
0.652302186878728,0.0079536460804726
0.393606361829026,0.0182179845798557
0.652302186878728,0.0079536460804726
0.393606361829026,0.0182179845798557
0.42379324055666,0.0151090580397722
0.42379324055666,0.0151090580397722
0.550290258449304,0.0110723527533946
0.550290258449304,0.0110723527533946
0.644373757455268,0.00819642547846242
0.644373757455268,0.00819642547846242
0.447117296222664,0.0149545935783937
0.447117296222664,0.0149545935783937
0.630361829025845,0.00920157851055087
0.630361829025845,0.00920157851055087
0.411713717693837,0.0171553449767059
0.411713717693837,0.0171553449767059
0.536755467196819,0.0116062777011368
0.536755467196819,0.0116062777011368
0.395141153081511,0.017517609572195
0.395141153081511,0.017517609572195
0.587355864811133,0.0103513532706245
0.587355864811133,0.0103513532706245
0.595212723658052,0.00972478913255909
0.595212723658052,0.00972478913255909
0.509813121272366,0.0119518183176264
0.509813121272366,0.0119518183176264
0.453741550695825,0.0142255427011844
0.453741550695825,0.0142255427011844
0.420922465208747,0.016148087602889
0.420922465208747,0.016148087602889
0.614870775347913,0.00967498798346234
0.614870775347913,0.00967498798346234
0.505638170974155,0.0128329066808569
0.505638170974155,0.0128329066808569
0.521876739562624,0.0117485783931652
0.521876739562624,0.0117485783931652
0.474155069582505,0.0136998521341186
0.474155069582505,0.0136998521341186
0.411920477137177,0.0163223916247276
0.411920477137177,0.0163223916247276
0.574727634194831,0.0109469879191668
0.574727634194831,0.0109469879191668
0.46872365805169,0.0141262004360649
0.46872365805169,0.0141262004360649
0.497073558648111,0.0128778346175299
0.497073558648111,0.0128778346175299
0.577192842942346,0.0107878380470291
0.577192842942346,0.0107878380470291
0.621948310139165,0.00934765449757948
0.621948310139165,0.00934765449757948
