x
71.059
71.909
71.446
71.729
71.379
71.369
71.399
71.409
71.444
71.38
71.423
71.77
71.796
72.036
71.533
71.343
71.906
71.963
71.507
72.157
72.003
72.88
71.827
71.473
71.53
71.697
71.773
72.73
72.47
71.35
71.547
71.704
71.27
70.8
71.554
70.523
71.444
71.953
70.497
71.47
